時系列No,進行目安,区分,地域・クエスト,会話ID,name,text,charId,行,イベントID,条件・演出備考,参照状態,source,修正案,編集メモ
1265,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_CARMENA_GATE,ガレオン将軍,"退け。これは二将に下された最後の命令だ。
我らの命が尽きぬ限り、北門は開かない。",,3/6,abyss_carmena_gate_battle,"event=abyss_carmena_gate_battle; actions=CONV:ABYSS_CARMENA_GATE -> BOSS(value=[302001, 302000])",現行参照,story.js:,,
1266,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_CARMENA_GATE,ジョセフ,"町の連中まで巻き込んで守る門に、何の意味がある。
その命令ごと、ここで止める。",101,4/6,abyss_carmena_gate_battle,"event=abyss_carmena_gate_battle; actions=CONV:ABYSS_CARMENA_GATE -> BOSS(value=[302001, 302000])",現行参照,story.js:,,
1267,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_CARMENA_GATE,シャニー,"二人を縛る力が、カルメナの汚染を支えている。
ここで断てば、みんなの体も元に戻る。",306,5/6,abyss_carmena_gate_battle,"event=abyss_carmena_gate_battle; actions=CONV:ABYSS_CARMENA_GATE -> BOSS(value=[302001, 302000])",現行参照,story.js:,,
1268,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_CARMENA_GATE,魔王ゼノン,"ならば二将まとめて引導を渡す。
門を開けろ。深淵の王へ至る道を、我らが切り拓く。",402,6/6,abyss_carmena_gate_battle,"event=abyss_carmena_gate_battle; actions=CONV:ABYSS_CARMENA_GATE -> BOSS(value=[302001, 302000])",現行参照,story.js:,,
1269,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_CARMENA_GATE_CLEAR,システム,"二将の鎧から黒い霧が抜け、北門を塞いでいた力が砕けた。
町を覆っていた息苦しさも、潮が引くように薄れていく。",,1/5,abyss_carmena_gate_clear,event=abyss_carmena_gate_clear; actions=IF_KILL_COUNTS,現行参照,story.js:,,
1270,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_CARMENA_GATE_CLEAR,グレン将軍,……守るべき巣は、とうに失われていたか。,,2/5,abyss_carmena_gate_clear,event=abyss_carmena_gate_clear; actions=IF_KILL_COUNTS,現行参照,story.js:,,
1271,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_CARMENA_GATE_CLEAR,ガレオン将軍,それでも門に立ち続けた。命令だけを、最後の名として。,,3/5,abyss_carmena_gate_clear,event=abyss_carmena_gate_clear; actions=IF_KILL_COUNTS,現行参照,story.js:,,
1272,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_CARMENA_GATE_CLEAR,ジョセフ,もう休め。門の先は、生きてる俺たちが引き受ける。,101,4/5,abyss_carmena_gate_clear,event=abyss_carmena_gate_clear; actions=IF_KILL_COUNTS,現行参照,story.js:,,
1273,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_CARMENA_GATE_CLEAR,システム,"全身を蝕んでいた深淵の汚染が消え、仲間たちの属性耐性が元に戻った。
カルメナの北門が開いた。",,5/5,abyss_carmena_gate_clear,event=abyss_carmena_gate_clear; actions=IF_KILL_COUNTS,現行参照,story.js:,,
1274,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ELICIA,システム,"風が同じ向きに吹き続ける。
迷いも声も、不要な荷物のように押し流されていく。",,1/6,abyss_elicia_battle,event=abyss_elicia_battle; actions=CONV:ABYSS_ELICIA -> LB_ADD_PARTY -> BOSS(value=302020),現行参照,story.js:,,
1275,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ELICIA,死風のエリシア,"風は国のために吹く。
福音を運び、従わぬ火を消し、逆らう息を奪う神の息吹。",,2/6,abyss_elicia_battle,event=abyss_elicia_battle; actions=CONV:ABYSS_ELICIA -> LB_ADD_PARTY -> BOSS(value=302020),現行参照,story.js:,,
1276,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ELICIA,エリーゼ,"違う。風は、人の背中を押すものだ。
洗濯物を乾かして、子どもの凧を持ち上げて、帰る道を知らせるものだ！",106,3/6,abyss_elicia_battle,event=abyss_elicia_battle; actions=CONV:ABYSS_ELICIA -> LB_ADD_PARTY -> BOSS(value=302020),現行参照,story.js:,,
1277,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ELICIA,死風のエリシア,"小さな暮らしは、国の風下に置くもの。
旗が立つ限り、いくつかの家が潰れても国は残る。",,4/6,abyss_elicia_battle,event=abyss_elicia_battle; actions=CONV:ABYSS_ELICIA -> LB_ADD_PARTY -> BOSS(value=302020),現行参照,story.js:,,
1278,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ELICIA,エリーゼ,"家の灯りを知らない国なんて、ただの大きな箱です！
人の暮らしを運ばない風を、私は福音なんて呼ばない！",106,5/6,abyss_elicia_battle,event=abyss_elicia_battle; actions=CONV:ABYSS_ELICIA -> LB_ADD_PARTY -> BOSS(value=302020),現行参照,story.js:,,
1279,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ELICIA,死風のエリシア,"ならば吹いてみなさい。
あなたの弱い息で、国のために荒れる私の風を裂いてみせなさい。",,6/6,abyss_elicia_battle,event=abyss_elicia_battle; actions=CONV:ABYSS_ELICIA -> LB_ADD_PARTY -> BOSS(value=302020),現行参照,story.js:,,
1280,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ELICIA_CLEAR,システム,押し流すだけだった風がほどけ、誰かの窓辺を撫でるような弱い風になった。,,1/2,abyss_elicia_clear,event=abyss_elicia_clear; actions=CONV:ABYSS_ELICIA_CLEAR -> FLAG(key=abyssEliciaDefeated) -> IF_FLAG,現行参照,story.js:,,
1281,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ELICIA_CLEAR,エリーゼ,"弱い息でも、火を消すためだけにあるんじゃない。
……帰り道を教える風に、いつか戻れますように。",106,2/2,abyss_elicia_clear,event=abyss_elicia_clear; actions=CONV:ABYSS_ELICIA_CLEAR -> FLAG(key=abyssEliciaDefeated) -> IF_FLAG,現行参照,story.js:,,
1282,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_FIRST_BARRIER_CLEAR,システム,"雷と風、二つの結界核が失われた。
深淵都市ビスタを覆っていた第一層の結界が砕け、南西門への道が開いた。",,1/2,abyss_leonard_clear / abyss_elicia_clear,event=abyss_leonard_clear; actions=CONV:ABYSS_LEONARD_CLEAR -> FLAG(key=abyssLeonardDefeated) -> IF_FLAG || event=abyss_elicia_clear; actions=CONV:ABYSS_ELICIA_CLEAR -> FLAG(key=abyssEliciaDefeated) -> IF_FLAG,現行参照,story.js:,,
1283,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_FIRST_BARRIER_CLEAR,シャニー,"ビスタの向こうへ進める。
でも、さらに北には別の結界が残っている。",306,2/2,abyss_leonard_clear / abyss_elicia_clear,event=abyss_leonard_clear; actions=CONV:ABYSS_LEONARD_CLEAR -> FLAG(key=abyssLeonardDefeated) -> IF_FLAG || event=abyss_elicia_clear; actions=CONV:ABYSS_ELICIA_CLEAR -> FLAG(key=abyssEliciaDefeated) -> IF_FLAG,現行参照,story.js:,,
1284,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS,システム,"息が白く落ちる。床で凍ったその息は、
踏み出すたびに、薄い悲鳴のような音を立てた。",,1/9,abyss_syris_battle,event=abyss_syris_battle; actions=CONV:ABYSS_SYRIS -> LB_ADD_PARTY -> BOSS(value=302030),現行参照,story.js:,,
1285,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS,極零のシーリス,"水は始まり。水は終わり。
万物は水から立ち上がり、最後には水底へ還る。",,2/9,abyss_syris_battle,event=abyss_syris_battle; actions=CONV:ABYSS_SYRIS -> LB_ADD_PARTY -> BOSS(value=302030),現行参照,story.js:,,
1286,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS,極零のシーリス,"失敗した世界なら、沈めればいい。
底で静かに冷やし、濁りを沈ませ、また生み直せばいい。",,3/9,abyss_syris_battle,event=abyss_syris_battle; actions=CONV:ABYSS_SYRIS -> LB_ADD_PARTY -> BOSS(value=302030),現行参照,story.js:,,
1287,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS,ケイト,"……違います。水だけでは、命は育ちません。
凍った水底にあるのは、眠りであって未来じゃない。",104,4/9,abyss_syris_battle,event=abyss_syris_battle; actions=CONV:ABYSS_SYRIS -> LB_ADD_PARTY -> BOSS(value=302030),現行参照,story.js:,,
1288,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS,極零のシーリス,"震えているわ。その手で、何を読み解くの？
机の上で水を測る子に、沈む世界が止められるのかしら。",,5/9,abyss_syris_battle,event=abyss_syris_battle; actions=CONV:ABYSS_SYRIS -> LB_ADD_PARTY -> BOSS(value=302030),現行参照,story.js:,,
1289,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS,ケイト,"怖くないと言えば嘘になります。
でも、水だけの静けさより、火のある台所の方が僕は好きです。",104,6/9,abyss_syris_battle,event=abyss_syris_battle; actions=CONV:ABYSS_SYRIS -> LB_ADD_PARTY -> BOSS(value=302030),現行参照,story.js:,,
1290,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS,ケイト,"風が窓を鳴らして、雷で目が覚めて、
闇に休んで、光で朝を知る。命は、そうやって巡るんです。",104,7/9,abyss_syris_battle,event=abyss_syris_battle; actions=CONV:ABYSS_SYRIS -> LB_ADD_PARTY -> BOSS(value=302030),現行参照,story.js:,,
1291,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS,ケイト,"水だけで作る世界は、癒しではありません。
それは、誰の声も届かない冷たい混沌です。",104,8/9,abyss_syris_battle,event=abyss_syris_battle; actions=CONV:ABYSS_SYRIS -> LB_ADD_PARTY -> BOSS(value=302030),現行参照,story.js:,,
1292,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS,極零のシーリス,"ならば示しなさい。
あなたの震える手が、私の氷より深く命へ届くのだと。",,9/9,abyss_syris_battle,event=abyss_syris_battle; actions=CONV:ABYSS_SYRIS -> LB_ADD_PARTY -> BOSS(value=302030),現行参照,story.js:,,
1293,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS_CLEAR,システム,"凍った息が溶け、床に細い水筋を作った。
その水は、深淵の奥へは流れず、足元で静かに澄んだ。",,1/2,abyss_syris_clear,event=abyss_syris_clear; actions=CONV:ABYSS_SYRIS_CLEAR -> FLAG(key=abyssSyrisDefeated) -> IF_FLAG,現行参照,story.js:,,
1294,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SYRIS_CLEAR,ケイト,"水は、全部を沈めるためのものじゃない。
手を洗って、喉を潤して、明日へ渡すためのものです。",104,2/2,abyss_syris_clear,event=abyss_syris_clear; actions=CONV:ABYSS_SYRIS_CLEAR -> FLAG(key=abyssSyrisDefeated) -> IF_FLAG,現行参照,story.js:,,
1295,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD,システム,"床の亀裂から火が噴いた。
石畳が赤く溶け、逃げ道が一つずつ炎に塗り潰される。",,1/8,abyss_grad_battle,event=abyss_grad_battle; actions=CONV:ABYSS_GRAD -> LB_ADD_PARTY -> BOSS(value=302040),現行参照,story.js:,,
1296,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD,焦熱のグラド,"火山の時とは違うぞ、小僧ども。
ここでは炎が、世界の骨まで食う。光も闇も、混沌すら灰だ。",,2/8,abyss_grad_battle,event=abyss_grad_battle; actions=CONV:ABYSS_GRAD -> LB_ADD_PARTY -> BOSS(value=302040),現行参照,story.js:,,
1297,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD,焦熱のグラド,"炎こそ最強だ。生み、壊し、灰まで支配する。
鍋の下で眠るだけの火に、本質などない。",,3/8,abyss_grad_battle,event=abyss_grad_battle; actions=CONV:ABYSS_GRAD -> LB_ADD_PARTY -> BOSS(value=302040),現行参照,story.js:,,
1298,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD,サラ,"違います。鍋の下の火が、どれだけ人を生かしてきたか。
凍えた手も、濡れた服も、帰りを待つ灯りも、火が守ってきました。",110,4/8,abyss_grad_battle,event=abyss_grad_battle; actions=CONV:ABYSS_GRAD -> LB_ADD_PARTY -> BOSS(value=302040),現行参照,story.js:,,
1299,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD,焦熱のグラド,"守る火だと？　甘い匂いがするな、小娘。
その甘さごと焦がしてやろう。",,5/8,abyss_grad_battle,event=abyss_grad_battle; actions=CONV:ABYSS_GRAD -> LB_ADD_PARTY -> BOSS(value=302040),現行参照,story.js:,,
1300,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD,ガイル,"火は支配するもんじゃねえ。
胸に宿して、信念を燃やして、誰かを守り抜くもんだ。",109,6/8,abyss_grad_battle,event=abyss_grad_battle; actions=CONV:ABYSS_GRAD -> LB_ADD_PARTY -> BOSS(value=302040),現行参照,story.js:,,
1301,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD,ガイル,"俺の炎は、俺のためじゃない。
大事な奴を焼かせないために、何度でも燃やす灯だ！",109,7/8,abyss_grad_battle,event=abyss_grad_battle; actions=CONV:ABYSS_GRAD -> LB_ADD_PARTY -> BOSS(value=302040),現行参照,story.js:,,
1302,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD,焦熱のグラド,"ならば証明してみせろ。
俺の豪火より、貴様らのちっぽけな灯こそが炎の神髄であるのだと！",,8/8,abyss_grad_battle,event=abyss_grad_battle; actions=CONV:ABYSS_GRAD -> LB_ADD_PARTY -> BOSS(value=302040),現行参照,story.js:,,
1303,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD_CLEAR,システム,"炎は消えなかった。
ただ、焼き尽くす赤から、手をかざせる橙へと色を戻した。",,1/3,abyss_grad_clear,event=abyss_grad_clear; actions=CONV:ABYSS_GRAD_CLEAR -> FLAG(key=abyssGradDefeated) -> IF_FLAG,現行参照,story.js:,,
1304,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD_CLEAR,サラ,"火は怖いです。でも、怖いからこそ、丁寧に扱うんです。
誰かの夕食を焦がさないように。",110,2/3,abyss_grad_clear,event=abyss_grad_clear; actions=CONV:ABYSS_GRAD_CLEAR -> FLAG(key=abyssGradDefeated) -> IF_FLAG,現行参照,story.js:,,
1305,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_GRAD_CLEAR,ガイル,"ああ。豪火より先に、守る灯を絶やさねえ。
それが俺たちの炎だ。",109,3/3,abyss_grad_clear,event=abyss_grad_clear; actions=CONV:ABYSS_GRAD_CLEAR -> FLAG(key=abyssGradDefeated) -> IF_FLAG,現行参照,story.js:,,
1306,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SECOND_BARRIER_CLEAR,システム,"水と火、残る二つの結界核が消滅した。
混沌魔城レガシオンを閉ざしていた第二層の結界が崩れ去った。",,1/2,abyss_syris_clear / abyss_grad_clear,event=abyss_syris_clear; actions=CONV:ABYSS_SYRIS_CLEAR -> FLAG(key=abyssSyrisDefeated) -> IF_FLAG || event=abyss_grad_clear; actions=CONV:ABYSS_GRAD_CLEAR -> FLAG(key=abyssGradDefeated) -> IF_FLAG,現行参照,story.js:,,
1307,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_SECOND_BARRIER_CLEAR,魔王ゼノン,"これで魔城までの道は繋がった。
深淵王の喉元へ、ようやく刃が届く。",402,2/2,abyss_syris_clear / abyss_grad_clear,event=abyss_syris_clear; actions=CONV:ABYSS_SYRIS_CLEAR -> FLAG(key=abyssSyrisDefeated) -> IF_FLAG || event=abyss_grad_clear; actions=CONV:ABYSS_GRAD_CLEAR -> FLAG(key=abyssGradDefeated) -> IF_FLAG,現行参照,story.js:,,
1308,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,システム,"白い鎧が黒く脈打っている。
混沌の騎士は、祈る者の列を見下ろすように剣を構えた。",,1/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1309,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,昏迷の黒騎士ヴェルド,"遅い。あまりに遅い。
救いを名乗る足音は、いつも血の跡を踏んでから届く。",,2/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1310,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,レイラ,"ヴェルド様……。
その声で、そんなことを言わないでください。",204,3/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1311,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,昏迷の黒騎士ヴェルド,"城門を閉じろ。外の泣き声は、壁の厚みで消える。
救いとは、残す命と捧げる命を選ぶことだ。",,4/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1312,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,レイラ,"それは、あなたの言葉ではありません。
あなたは、門の外で泣く子にこそ毛布を掛ける人でした。",204,5/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1313,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,昏迷の黒騎士ヴェルド,"黙れ。名を呼ぶな。
光に選ばれた者も、光に縋る者も、等しく膝をつかせてやる。",,6/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1314,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,システム,"振り上げた剣の下で、首元のペンダントがかすかに揺れた。
黒い鎧の中で、その小さな光だけが消えていない。",,7/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1315,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,レイラ,"……まだ、持っていてくれた。
深淵が捨て忘れたのでもいい。そこに、呼びかけます。",204,8/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1316,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,レイラ,"聖騎士として、あなたの非道を止める。
娘として、その胸に残った灯を、最後まで信じる。",204,9/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1317,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,昏迷の黒騎士ヴェルド,"灯など、踏めば消える。
来い。希望ごと斬り伏せ、泣き声を深淵の底へ落としてやる。",,10/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1318,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD,レイラ,"目を覚ませ、バカ親父。
今度は私が、あなたの頬を叩く番です。",204,11/11,abyss_veld_battle,event=abyss_veld_battle; actions=CONV:ABYSS_VELD -> LB_ADD_PARTY -> BOSS(value=302050),現行参照,story.js:,,
1319,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,システム,"黒い脈動が鎧から抜け落ちた。
ヴェルドの剣が床を打ち、レイラは自分の剣を放り捨てて駆け寄った。",,1/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1320,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,レイラ,父さん……！,204,2/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1321,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,昏迷の黒騎士ヴェルド,"泣き虫は……変わらんな、レイラ。
昔もそうだ。転んでは、私の袖を濡らした。",,3/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1322,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,システム,"ヴェルドは震える手を伸ばし、
子どもをあやすように、レイラの涙を親指でぬぐった。",,4/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1323,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,昏迷の黒騎士ヴェルド,"すまん、レイラ。怖かったろう。
守れと教えた手で、お前の世界を傷つけた。",,5/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1324,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,レイラ,"……うん。怖かった。
でも、今はここにいる。父さんが、ここにいる。",204,6/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1325,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,昏迷の黒騎士ヴェルド,"ああ……最後に、お前の声を聞けた。
泣くなとは言わん。涙のあとで、顔を上げろ。",,7/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1326,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,レイラ,……はい。,204,8/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1327,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,システム,"ヴェルドの瞳に、かすかな光が戻る。
彼はレイラの向こうに立つ者たちを、静かに見つめた。",,9/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1328,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,昏迷の黒騎士ヴェルド,……世界を、守ってくれ。,,10/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1329,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,昏迷の黒騎士ヴェルド,救世主たち。,,11/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1330,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,システム,"ヴェルドはレイラの膝の中で、静かに息を吐いた。
床には輝く剣が、レイラの腕には古いペンダントが残された。",,12/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1331,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VELD_CLEAR,レイラ,"……行きます。
泣き止むのは、深淵を断ってからです。",204,13/13,abyss_veld_clear,event=abyss_veld_clear; actions=CONV:ABYSS_VELD_CLEAR -> FLAG(key=abyssVeldDefeated),現行参照,story.js:,,
1332,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,システム,災禍の根の最深部。白い祭壇を中心に、黒ずんだ根が幾重にも絡み合っている。,,1/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1333,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,ようやく来たか。ここまで追ってくるとは、実験材料にしては随分としぶとい。,,2/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1334,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,アルス,ジャスパー。ここで終わらせる。,301,3/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1335,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,終わらせる？　逆だ。お前たちは、ようやく最後の役目を果たすのだよ。,,4/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1336,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,システム,足元の紋様が反転した。白と黒の光が根を伝い、一行の身体へ絡みつく。,,5/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1337,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,ガイル,ぐっ……なんだ、これ……！　身体が、動かねえ……！,109,6/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1338,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,ケイト,力が抜ける……。魔力まで、引きずられて……。,104,7/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1339,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,混沌呪縛。お前たちが私の研究を追い回すことくらい、とうに織り込み済みだ。,,8/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1340,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,レイラ,……私たちに掛けた呪縛も、この術式の……。,204,9/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1341,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,あれは小さな試験に過ぎん。聖女も、騎士も、プリズムも――すべて、六つの属性を一つへ束ねるための材料だった。,,10/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1342,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,王国には救済の儀と信じ込ませた。異を唱える者は反逆者へ仕立てた。魔族と人間が互いを憎めば、深淵の裂け目はさらに育つ。実に扱いやすい連中だったよ。,,11/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1343,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,シャオ,人が死んだのも、国が壊れたのも……全部、研究のつもりだったってのか。,105,12/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
